drug,temp,press,mw_drug,mp_drug,rho_scco2,sol,sol_mol_frac
codeine,308,274,299.36,155,916,1.56,0.00025
codeine,308,304,299.36,155,931,1.87,0.0003
codeine,308,334,299.36,155,946,1.96,0.0003
codeine,308,355,299.36,155,955,2.4,0.00037
codeine,318,122,299.36,155,661,0.28,0.00006
codeine,318,152,299.36,155,745,0.62,0.00012
codeine,318,182,299.36,155,792,1.08,0.0002
codeine,318,213,299.36,155,826,1.43,0.00025
codeine,318,243,299.36,155,852,1.67,0.00029
codeine,318,274,299.36,155,875,2,0.00034
codeine,318,304,299.36,155,893,2.09,0.00034
codeine,318,334,299.36,155,910,2.44,0.00039
codeine,318,355,299.36,155,919,2.65,0.00042
codeine,328,122,299.36,155,516,0.29,0.00008
codeine,328,152,299.36,155,657,0.65,0.00015
codeine,328,182,299.36,155,726,1.15,0.00023
codeine,328,213,299.36,155,771,1.54,0.00029
codeine,328,243,299.36,155,804,1.85,0.00034
codeine,328,274,299.36,155,831,2.45,0.00043
codeine,328,304,299.36,155,853,2.71,0.00047
codeine,328,334,299.36,155,872,3.03,0.00051
codeine,328,355,299.36,155,884,3.53,0.00059
codeine,338,122,299.36,155,396,0.44,0.00016
codeine,338,152,299.36,155,561,0.48,0.00012
codeine,338,182,299.36,155,654,0.92,0.00021
codeine,338,213,299.36,155,712,1.36,0.00028
codeine,338,243,299.36,155,754,2.17,0.00042
codeine,338,274,299.36,155,786,2.73,0.00051
codeine,338,304,299.36,155,812,3.25,0.00059
codeine,338,334,299.36,155,834,3.78,0.00067
codeine,338,355,299.36,155,848,4.85,0.00084
codeine,348,122,299.36,155,327,0.1,0.00004
codeine,348,152,299.36,155,477,0.3,0.00009
codeine,348,182,299.36,155,585,0.78,0.0002
codeine,348,213,299.36,155,652,1.51,0.00034
codeine,348,243,299.36,155,702,2.75,0.00058
codeine,348,274,299.36,155,740,3.66,0.00073
codeine,348,304,299.36,155,772,4.71,0.0009
codeine,348,334,299.36,155,796,5.22,0.00096
codeine,348,355,299.36,155,811,7.97,0.00123
diazepam,308,122,284.76,126,771,0.88,0.00018
diazepam,308,152,284.76,126,818,1.07,0.0002
diazepam,308,182,284.76,126,850,1.31,0.00024
diazepam,308,213,284.76,126,876,1.39,0.00025
diazepam,308,243,284.76,126,897,1.77,0.00031
diazepam,308,274,284.76,126,916,1.82,0.00031
diazepam,308,304,284.76,126,931,1.99,0.00033
diazepam,308,334,284.76,126,946,2.3,0.00038
diazepam,308,355,284.76,126,955,2.4,0.00039
diazepam,318,122,284.76,126,661,0.68,0.00016
diazepam,318,152,284.76,126,745,1.05,0.00022
diazepam,318,182,284.76,126,792,1.36,0.00026
diazepam,318,213,284.76,126,826,1.66,0.00031
diazepam,318,243,284.76,126,852,1.87,0.00034
diazepam,318,274,284.76,126,875,2.34,0.00041
diazepam,318,304,284.76,126,893,2.71,0.00047
diazepam,318,334,284.76,126,910,3.17,0.00054
diazepam,318,355,284.76,126,919,3.35,0.00056
diazepam,328,122,284.76,126,516,0.54,0.00016
diazepam,328,152,284.76,126,657,0.84,0.0002
diazepam,328,182,284.76,126,726,1.27,0.00027
diazepam,328,213,284.76,126,771,1.61,0.00032
diazepam,328,243,284.76,126,804,2.11,0.00041
diazepam,328,274,284.76,126,831,2.63,0.00049
diazepam,328,304,284.76,126,853,2.94,0.00053
diazepam,328,334,284.76,126,872,3.79,0.00067
diazepam,328,355,284.76,126,884,4.04,0.00071
diazepam,338,122,284.76,126,396,0.42,0.00016
diazepam,338,152,284.76,126,561,0.75,0.00021
diazepam,338,182,284.76,126,654,1.16,0.00027
diazepam,338,213,284.76,126,712,1.76,0.00038
diazepam,338,243,284.76,126,754,2.31,0.00047
diazepam,338,274,284.76,126,786,3.03,0.0006
diazepam,338,304,284.76,126,812,3.78,0.00072
diazepam,338,334,284.76,126,834,4.48,0.00083
diazepam,338,355,284.76,126,848,4.95,0.0009
diazepam,348,122,284.76,126,327,0.39,0.00018
diazepam,348,152,284.76,126,477,0.62,0.0002
diazepam,348,182,284.76,126,585,1.11,0.00029
diazepam,348,213,284.76,126,652,1.66,0.00039
diazepam,348,243,284.76,126,702,2.38,0.00052
diazepam,348,274,284.76,126,740,3.19,0.00067
diazepam,348,304,284.76,126,772,4.04,0.00081
diazepam,348,334,284.76,126,796,4.99,0.00097
diazepam,348,355,284.76,126,811,5.82,0.00111
benzocaine,308,122,165.1,365.15,771,2.98,0.00103
benzocaine,308,152,165.1,365.15,818,3.27,0.00106
benzocaine,308,182,165.1,365.15,850,4.1,0.00128
benzocaine,308,213,165.1,365.15,876,4.56,0.00138
benzocaine,308,243,165.1,365.15,897,4.96,0.00147
benzocaine,308,274,165.1,365.15,916,5.64,0.00164
benzocaine,308,304,165.1,365.15,931,6.26,0.00176
benzocaine,308,355,165.1,365.15,955,7.18,0.002
benzocaine,318,122,165.1,365.15,661,2.63,0.00106
benzocaine,318,152,165.1,365.15,745,3.39,0.00121
benzocaine,318,182,165.1,365.15,792,4.55,0.00153
benzocaine,318,213,165.1,365.15,826,5.62,0.00181
benzocaine,318,243,165.1,365.15,852,5.83,0.00182
benzocaine,318,274,165.1,365.15,875,6.69,0.00203
benzocaine,318,304,165.1,365.15,893,7.64,0.00228
benzocaine,318,355,165.1,365.15,919,7.78,0.00225
benzocaine,328,122,165.1,365.15,516,1.61,0.00083
benzocaine,328,152,165.1,365.15,657,3.31,0.00134
benzocaine,328,182,165.1,365.15,726,5.15,0.00189
benzocaine,328,213,165.1,365.15,771,7.27,0.00251
benzocaine,328,243,165.1,365.15,804,8.56,0.00283
benzocaine,328,274,165.1,365.15,831,10.84,0.00346
benzocaine,328,304,165.1,365.15,853,11.56,0.0036
benzocaine,328,355,165.1,365.15,884,12.99,0.0039
benzocaine,338,122,165.1,365.15,396,0.58,0.00039
benzocaine,338,152,165.1,365.15,561,2.68,0.00127
benzocaine,338,182,165.1,365.15,654,5.67,0.0023
benzocaine,338,213,165.1,365.15,712,8.39,0.00313
benzocaine,338,243,165.1,365.15,754,12.12,0.00426
benzocaine,338,274,165.1,365.15,786,16.61,0.0056
benzocaine,338,304,165.1,365.15,812,19.74,0.00644
benzocaine,338,355,165.1,365.15,848,25.06,0.00782
benzocaine,348,122,165.1,365.15,327,0.33,0.00027
benzocaine,348,152,165.1,365.15,477,1.73,0.00096
benzocaine,348,182,165.1,365.15,585,4.47,0.00203
benzocaine,348,213,165.1,365.15,652,8.1,0.0033
benzocaine,348,243,165.1,365.15,702,13.06,0.00493
benzocaine,348,274,165.1,365.15,740,20.61,0.00737
benzocaine,348,304,165.1,365.15,772,25.28,0.00865
benzocaine,348,355,165.1,365.15,811,37.35,0.01212
metronidazole benzoate,308,122,230.3,375.15,771,2.38,0.00049
metronidazole benzoate,308,152,230.3,375.15,818,2.76,0.00054
metronidazole benzoate,308,182,230.3,375.15,850,3.23,0.00061
metronidazole benzoate,308,213,230.3,375.15,876,3.86,0.0007
metronidazole benzoate,308,243,230.3,375.15,897,4.73,0.00084
metronidazole benzoate,308,274,230.3,375.15,916,5.44,0.00095
metronidazole benzoate,308,304,230.3,375.15,931,6.31,0.00108
metronidazole benzoate,308,355,230.3,375.15,955,8.34,0.00139
metronidazole benzoate,318,122,230.3,375.15,661,1.11,0.00027
metronidazole benzoate,318,152,230.3,375.15,745,1.75,0.00037
metronidazole benzoate,318,182,230.3,375.15,792,2.57,0.00072
metronidazole benzoate,318,213,230.3,375.15,826,3.59,0.00069
metronidazole benzoate,318,243,230.3,375.15,852,4.7,0.00088
metronidazole benzoate,318,274,230.3,375.15,875,5.93,0.00108
metronidazole benzoate,318,304,230.3,375.15,893,7.09,0.00127
metronidazole benzoate,318,355,230.3,375.15,919,8.44,0.00147
metronidazole benzoate,328,122,230.3,375.15,516,0.48,0.00015
metronidazole benzoate,328,152,230.3,375.15,657,1.45,0.00035
metronidazole benzoate,328,182,230.3,375.15,726,2.53,0.00056
metronidazole benzoate,328,213,230.3,375.15,771,3.97,0.00082
metronidazole benzoate,328,243,230.3,375.15,804,5.28,0.00105
metronidazole benzoate,328,274,230.3,375.15,831,6.49,0.00125
metronidazole benzoate,328,304,230.3,375.15,853,7.68,0.00144
metronidazole benzoate,328,355,230.3,375.15,884,9.8,0.00177
metronidazole benzoate,338,122,230.3,375.15,396,0.16,0.00007
metronidazole benzoate,338,152,230.3,375.15,561,0.83,0.00024
metronidazole benzoate,338,182,230.3,375.15,654,2.1,0.00051
metronidazole benzoate,338,213,230.3,375.15,712,3.86,0.00087
metronidazole benzoate,338,243,230.3,375.15,754,5.93,0.00126
metronidazole benzoate,338,274,230.3,375.15,786,8,0.00162
metronidazole benzoate,338,304,230.3,375.15,812,11.57,0.00227
metronidazole benzoate,338,355,230.3,375.15,848,14.87,0.00279
metronidazole benzoate,348,122,230.3,375.15,327,0.32,0.00016
metronidazole benzoate,348,152,230.3,375.15,477,1.4,0.000407
metronidazole benzoate,348,182,230.3,375.15,585,2.03,0.00055
metronidazole benzoate,348,213,230.3,375.15,652,4.83,0.00118
metronidazole benzoate,348,243,230.3,375.15,702,7.68,0.00175
metronidazole benzoate,348,274,230.3,375.15,740,10.62,0.00229
metronidazole benzoate,348,304,230.3,375.15,772,14.63,0.00302
metronidazole benzoate,348,355,230.3,375.15,811,23.17,0.00455
naproxen,308,122,275,392.45,771,0.05,0.00001
naproxen,308,152,275,392.45,818,0.08,0.00002
naproxen,308,182,275,392.45,850,0.09,0.00002
naproxen,308,213,275,392.45,876,0.09,0.00002
naproxen,308,243,275,392.45,897,0.11,0.00002
naproxen,308,274,275,392.45,916,0.13,0.00003
naproxen,308,304,275,392.45,931,0.15,0.00003
naproxen,308,355,275,392.45,955,0.19,0.00004
naproxen,318,122,275,392.45,661,0.06,0.00002
naproxen,318,152,275,392.45,745,0.08,0.00002
naproxen,318,182,275,392.45,792,0.1,0.00002
naproxen,318,213,275,392.45,826,0.12,0.00003
naproxen,318,243,275,392.45,852,0.15,0.00003
naproxen,318,274,275,392.45,875,0.17,0.00004
naproxen,318,304,275,392.45,893,0.19,0.00004
naproxen,318,355,275,392.45,919,0.23,0.00005
naproxen,328,122,275,392.45,516,0.03,0.00001
naproxen,328,152,275,392.45,657,0.06,0.00002
naproxen,328,182,275,392.45,726,0.09,0.00002
naproxen,328,213,275,392.45,771,0.12,0.00003
naproxen,328,243,275,392.45,804,0.17,0.00004
naproxen,328,274,275,392.45,831,0.2,0.00005
naproxen,328,304,275,392.45,853,0.24,0.00005
naproxen,328,355,275,392.45,884,0.35,0.00008
naproxen,338,122,275,392.45,396,0.03,0.00002
naproxen,338,152,275,392.45,561,0.06,0.00002
naproxen,338,182,275,392.45,654,0.1,0.00003
naproxen,338,213,275,392.45,712,0.15,0.00004
naproxen,338,243,275,392.45,754,0.23,0.00006
naproxen,338,274,275,392.45,786,0.28,0.00007
naproxen,338,304,275,392.45,812,0.34,0.00008
naproxen,338,355,275,392.45,848,0.51,0.00011
naproxen,348,122,275,392.45,327,0.02,0.00001
naproxen,348,152,275,392.45,477,0.04,0.00002
naproxen,348,182,275,392.45,585,0.09,0.00003
naproxen,348,213,275,392.45,652,0.16,0.00005
naproxen,348,243,275,392.45,702,0.25,0.00007
naproxen,348,274,275,392.45,740,0.4,0.0001
naproxen,348,304,275,392.45,772,0.52,0.00013
naproxen,348,355,275,392.45,811,0.84,0.0002
lamotrigine,318,121.6,256.938,491,661,0.04,0.000001
lamotrigine,318,152,256.938,491,745,0.06,0.0000014
lamotrigine,318,182.4,256.938,491,792,0.08,0.0000017
lamotrigine,318,212.8,256.938,491,826,0.12,0.0000025
lamotrigine,318,243.2,256.938,491,852,0.12,0.0000024
lamotrigine,318,273.6,256.938,491,875,0.13,0.0000025
lamotrigine,318,304,256.938,491,893,0.15,0.0000029
lamotrigine,318,334.4,256.938,491,910,0.15,0.0000028
lamotrigine,318,354.6,256.938,491,919,0.16,0.000003
lamotrigine,328,121.6,256.938,491,516,0.02,0.0000006
lamotrigine,328,152,256.938,491,657,0.05,0.0000014
lamotrigine,328,182.4,256.938,491,726,0.09,0.0000021
lamotrigine,328,212.8,256.938,491,771,0.11,0.0000025
lamotrigine,328,243.2,256.938,491,804,0.14,0.0000029
lamotrigine,328,273.6,256.938,491,831,0.16,0.0000032
lamotrigine,328,304,256.938,491,853,0.16,0.0000033
lamotrigine,328,334.4,256.938,491,872,0.19,0.0000037
lamotrigine,328,354.6,256.938,491,884,0.2,0.0000038
lamotrigine,338,121.6,256.938,491,396,0.01,0.0000004
lamotrigine,338,152,256.938,491,561,0.04,0.0000011
lamotrigine,338,182.4,256.938,491,654,0.07,0.0000019
lamotrigine,338,212.8,256.938,491,712,0.11,0.0000027
lamotrigine,338,243.2,256.938,491,754,0.14,0.0000033
lamotrigine,338,273.6,256.938,491,786,0.17,0.0000038
lamotrigine,338,304,256.938,491,812,0.2,0.0000042
lamotrigine,338,334.4,256.938,491,834,0.21,0.0000042
lamotrigine,338,354.6,256.938,491,848,0.23,0.0000046
lamotrigine,348,121.6,256.938,491,327,0.01,0.0000003
lamotrigine,348,152,256.938,491,477,0.03,0.0000009
lamotrigine,348,182.4,256.938,491,585,0.06,0.0000018
lamotrigine,348,212.8,256.938,491,652,0.1,0.0000027
lamotrigine,348,243.2,256.938,491,702,0.15,0.0000036
lamotrigine,348,273.6,256.938,491,740,0.19,0.0000045
lamotrigine,348,304,256.938,491,772,0.22,0.000005
lamotrigine,348,334.4,256.938,491,796,0.26,0.0000056
lamotrigine,348,354.6,256.938,491,811,0.28,0.0000059
Clozapine,318,121.6,326.83,456,661,0.18,0.0000036
Clozapine,318,152,326.83,456,745,0.25,0.0000045
Clozapine,318,182.4,326.83,456,792,0.34,0.0000058
Clozapine,318,212.8,326.83,456,826,0.51,0.0000082
Clozapine,318,243.2,326.83,456,852,0.48,0.0000076
Clozapine,318,273.6,326.83,456,875,0.6,0.0000092
Clozapine,318,304,326.83,456,893,0.7,0.0000106
Clozapine,318,334.4,326.83,456,910,0.77,0.0000113
Clozapine,318,354.6,326.83,456,919,0.88,0.0000129
Clozapine,338,121.6,326.83,456,396,0.24,0.0000081
Clozapine,338,152,326.83,456,561,0.13,0.0000031
Clozapine,338,182.4,326.83,456,654,0.22,0.0000045
Clozapine,338,212.8,326.83,456,712,0.48,0.000009
Clozapine,338,243.2,326.83,456,754,0.9,0.000016
Clozapine,338,273.6,326.83,456,786,1.21,0.0000207
Clozapine,338,304,326.83,456,812,1.26,0.0000208
Clozapine,338,334.4,326.83,456,834,1.97,0.0000318
Clozapine,338,354.6,326.83,456,848,1.72,0.0000272
Clozapine,348,121.6,326.83,456,327,0.03,0.0000012
Clozapine,348,152,326.83,456,477,0.08,0.0000023
Clozapine,348,182.4,326.83,456,585,0.29,0.0000066
Clozapine,348,212.8,326.83,456,652,0.49,0.0000102
Clozapine,348,243.2,326.83,456,702,0.84,0.0000162
Clozapine,348,273.6,326.83,456,740,1.23,0.0000224
Clozapine,348,304,326.83,456,772,1.73,0.0000302
Clozapine,348,334.4,326.83,456,796,2.32,0.0000392
Clozapine,348,354.6,326.83,456,811,2.52,0.0000419
alpha-Tocopherol (Vit. E),313,199,430.71,276.15,839.3,13.7,0.00142
alpha-Tocopherol (Vit. E),313,219,430.71,276.15,856.8,16.3,0.00169
alpha-Tocopherol (Vit. E),313,239,430.71,276.15,872.3,18.1,0.00188
alpha-Tocopherol (Vit. E),313,259,430.71,276.15,886.1,20.2,0.0021
alpha-Tocopherol (Vit. E),313,279,430.71,276.15,898.5,23.6,0.00246
alpha-Tocopherol (Vit. E),313,299,430.71,276.15,909.9,25.5,0.00267
alpha-Tocopherol (Vit. E),313,319,430.71,276.15,920.5,25.7,0.00269
alpha-Tocopherol (Vit. E),313,349,430.71,276.15,935,27.7,0.0029
alpha-Tocopherol (Vit. E),333,199,430.71,276.15,721.6,10.6,0.00109
alpha-Tocopherol (Vit. E),333,219,430.71,276.15,750.8,13.6,0.00141
alpha-Tocopherol (Vit. E),333,239,430.71,276.15,774.9,17.1,0.00177
alpha-Tocopherol (Vit. E),333,259,430.71,276.15,795.4,19.8,0.00206
alpha-Tocopherol (Vit. E),333,279,430.71,276.15,813.3,22.9,0.00239
alpha-Tocopherol (Vit. E),333,299,430.71,276.15,829.2,25.1,0.00262
alpha-Tocopherol (Vit. E),333,319,430.71,276.15,843.5,29.4,0.00309
alpha-Tocopherol (Vit. E),333,349,430.71,276.15,862.7,33.9,0.00357
alpha-Tocopherol (Vit. E),353,199,430.71,276.15,591.6,6.2,0.00064
alpha-Tocopherol (Vit. E),353,219,430.71,276.15,634.9,10.1,0.00104
alpha-Tocopherol (Vit. E),353,239,430.71,276.15,669.7,14.4,0.00149
alpha-Tocopherol (Vit. E),353,259,430.71,276.15,698.6,17.3,0.0018
alpha-Tocopherol (Vit. E),353,279,430.71,276.15,723.2,19.9,0.00207
alpha-Tocopherol (Vit. E),353,299,430.71,276.15,744.5,23.1,0.00241
alpha-Tocopherol (Vit. E),353,319,430.71,276.15,763.4,28.4,0.00298
alpha-Tocopherol (Vit. E),353,349,430.71,276.15,788.2,33.2,0.0035
delta-Tocopherol (Vit. E),313,199,402.65,276.55,840.2,9.7,0.00108
delta-Tocopherol (Vit. E),313,219,402.65,276.55,857.7,10.4,0.00115
delta-Tocopherol (Vit. E),313,239,402.65,276.55,873,11.7,0.0013
delta-Tocopherol (Vit. E),313,259,402.65,276.55,886.7,15.1,0.00168
delta-Tocopherol (Vit. E),313,279,402.65,276.55,899.1,21.2,0.00237
delta-Tocopherol (Vit. E),313,299,402.65,276.55,911,25,0.00279
delta-Tocopherol (Vit. E),313,319,402.65,276.55,921,27.3,0.00306
delta-Tocopherol (Vit. E),313,349,402.65,276.55,935.9,30.8,0.00346
delta-Tocopherol (Vit. E),333,199,402.65,276.55,723.2,7.9,0.00087
delta-Tocopherol (Vit. E),333,219,402.65,276.55,753.4,11.7,0.00129
delta-Tocopherol (Vit. E),333,239,402.65,276.55,778.2,17.5,0.00195
delta-Tocopherol (Vit. E),333,259,402.65,276.55,798.3,20.8,0.00232
delta-Tocopherol (Vit. E),333,279,402.65,276.55,816.7,25.7,0.00288
delta-Tocopherol (Vit. E),333,299,402.65,276.55,831.5,31.7,0.00356
delta-Tocopherol (Vit. E),333,319,402.65,276.55,844.2,37.1,0.0042
delta-Tocopherol (Vit. E),333,349,402.65,276.55,863.9,40.2,0.00456
delta-Tocopherol (Vit. E),353,199,402.65,276.55,594.2,4.9,0.00054
delta-Tocopherol (Vit. E),353,219,402.65,276.55,634.9,6.7,0.00074
delta-Tocopherol (Vit. E),353,239,402.65,276.55,671.3,11.9,0.00131
delta-Tocopherol (Vit. E),353,259,402.65,276.55,699.9,13.8,0.00153
delta-Tocopherol (Vit. E),353,279,402.65,276.55,723.2,18.6,0.00207
delta-Tocopherol (Vit. E),353,299,402.65,276.55,746.5,19.4,0.00216
delta-Tocopherol (Vit. E),353,319,402.65,276.55,766.1,25.5,0.00285
delta-Tocopherol (Vit. E),353,349,402.65,276.55,788.9,32.6,0.00367
Retinol (Vit. A),313,200,286.46,336.65,840.2,10.3,0.0016
Retinol (Vit. A),313,220,286.46,336.65,857.7,12.5,0.00195
Retinol (Vit. A),313,240,286.46,336.65,873,15.1,0.00235
Retinol (Vit. A),313,260,286.46,336.65,886.7,18.5,0.00288
Retinol (Vit. A),313,280,286.46,336.65,899.1,19.8,0.0031
Retinol (Vit. A),313,300,286.46,336.65,910.5,21.8,0.00342
Retinol (Vit. A),313,320,286.46,336.65,921,22.4,0.0035
Retinol (Vit. A),313,350,286.46,336.65,935.4,23.8,0.00373
Retinol (Vit. A),333,200,286.46,336.65,723.2,10,0.00155
Retinol (Vit. A),333,220,286.46,336.65,752.1,11.7,0.00182
Retinol (Vit. A),333,240,286.46,336.65,776,16,0.0025
Retinol (Vit. A),333,260,286.46,336.65,796.4,19,0.00296
Retinol (Vit. A),353,200,286.46,336.65,594.2,9.2,0.00142
Retinol (Vit. A),353,220,286.46,336.65,636.8,9.4,0.00146
Retinol (Vit. A),353,240,286.46,336.65,671.3,11,0.0017
Retinol (Vit. A),353,260,286.46,336.65,699.9,13.9,0.00216
Retinol (Vit. A),353,280,286.46,336.65,724.3,18,0.0028
Retinol (Vit. A),353,300,286.46,336.65,745.5,22.3,0.00349
Retinol (Vit. A),353,320,286.46,336.65,764.3,25.2,0.00396
Retinol (Vit. A),353,350,286.46,336.65,788.9,27.6,0.00434
Beta-Carotene (Vit. A),313,200,536.873,453,840.2,0.11,0.00000009
Beta-Carotene (Vit. A),313,220,536.873,453,857.7,0.12,0.0000001
Beta-Carotene (Vit. A),313,240,536.873,453,873,0.13,0.00000011
Beta-Carotene (Vit. A),313,260,536.873,453,886.7,0.16,0.00000013
Beta-Carotene (Vit. A),313,280,536.873,453,899.1,0.17,0.00000014
Beta-Carotene (Vit. A),313,300,536.873,453,910.5,0.19,0.00000016
Beta-Carotene (Vit. A),313,320,536.873,453,921,0.29,0.00000024
Beta-Carotene (Vit. A),313,350,536.873,453,935.4,0.34,0.00000028
Beta-Carotene (Vit. A),333,200,536.873,453,723.2,0.34,0.00000028
Beta-Carotene (Vit. A),333,220,536.873,453,752.1,0.43,0.00000035
Beta-Carotene (Vit. A),333,240,536.873,453,776,0.64,0.00000052
Beta-Carotene (Vit. A),333,260,536.873,453,796.4,0.72,0.00000059
Beta-Carotene (Vit. A),333,280,536.873,453,814.2,1.05,0.00000086
Beta-Carotene (Vit. A),333,300,536.873,453,830,1.26,0.00000103
Beta-Carotene (Vit. A),333,320,536.873,453,844.2,1.46,0.00000119
Beta-Carotene (Vit. A),333,350,536.873,453,863.3,1.44,0.00000118
Beta-Carotene (Vit. A),353,200,536.873,453,594.2,0.42,0.00000035
Beta-Carotene (Vit. A),353,220,536.873,453,671.3,1.07,0.00000088
Beta-Carotene (Vit. A),353,240,536.873,453,699.9,1.17,0.00000096
Beta-Carotene (Vit. A),353,260,536.873,453,724.3,2.05,0.00000168
Beta-Carotene (Vit. A),353,280,536.873,453,745.5,2.45,0.00000201
Beta-Carotene (Vit. A),353,300,536.873,453,764.3,2.64,0.00000217
Beta-Carotene (Vit. A),353,320,536.873,453,788.9,3.95,0.00000324
Vitamin D2 (ergocalciferol),313,200,396.63,387.15,840.2,3.2,0.00035
Vitamin D2 (ergocalciferol),313,220,396.63,387.15,857.7,3.4,0.00038
Vitamin D2 (ergocalciferol),313,240,396.63,387.15,873,3.8,0.00042
Vitamin D2 (ergocalciferol),313,260,396.63,387.15,886.7,4.2,0.00046
Vitamin D2 (ergocalciferol),313,280,396.63,387.15,899.1,4,0.00045
Vitamin D2 (ergocalciferol),313,300,396.63,387.15,910.5,4.3,0.00048
Vitamin D2 (ergocalciferol),313,320,396.63,387.15,921,4.6,0.00051
Vitamin D2 (ergocalciferol),333,200,396.63,387.15,723.2,2.7,0.0003
Vitamin D2 (ergocalciferol),333,220,396.63,387.15,752.1,3.3,0.00037
Vitamin D2 (ergocalciferol),333,240,396.63,387.15,776,4.3,0.00048
Vitamin D2 (ergocalciferol),333,260,396.63,387.15,796.4,5.2,0.00058
Vitamin D2 (ergocalciferol),333,280,396.63,387.15,814.2,5.7,0.00064
Vitamin D2 (ergocalciferol),333,300,396.63,387.15,830,6.3,0.0007
Vitamin D2 (ergocalciferol),353,200,396.63,387.15,594.2,2.6,0.00029
Vitamin D2 (ergocalciferol),353,220,396.63,387.15,636.8,4.9,0.00054
Vitamin D2 (ergocalciferol),353,240,396.63,387.15,671.3,5.8,0.00064
Vitamin D2 (ergocalciferol),353,250,396.63,387.15,686.2,6.9,0.00077
Vitamin D2 (ergocalciferol),353,260,396.63,387.15,699.9,7.4,0.00083
Vitamin D2 (ergocalciferol),353,280,396.63,387.15,745.5,9.3,0.00104
Vitamin D3 (cholecalciferol),313,200,384.64,387.15,840.2,5,0.00057
Vitamin D3 (cholecalciferol),313,220,384.64,387.15,857.7,5.2,0.0006
Vitamin D3 (cholecalciferol),313,240,384.64,387.15,873,5,0.00057
Vitamin D3 (cholecalciferol),313,260,384.64,387.15,886.7,5.5,0.00064
Vitamin D3 (cholecalciferol),313,280,384.64,387.15,899.1,6.3,0.00072
Vitamin D3 (cholecalciferol),313,300,384.64,387.15,910.5,6.4,0.00073
Vitamin D3 (cholecalciferol),313,350,384.64,387.15,935.4,6.9,0.00079
Vitamin D3 (cholecalciferol),333,200,384.64,387.15,723.2,4,0.00046
Vitamin D3 (cholecalciferol),333,220,384.64,387.15,752.1,5.1,0.00058
Vitamin D3 (cholecalciferol),333,240,384.64,387.15,776,5.8,0.00067
Vitamin D3 (cholecalciferol),333,260,384.64,387.15,796.4,7.3,0.00084
Vitamin D3 (cholecalciferol),333,280,384.64,387.15,814.2,9,0.00104
Vitamin D3 (cholecalciferol),333,300,384.64,387.15,830,11.8,0.00136
Vitamin D3 (cholecalciferol),333,320,384.64,387.15,844.2,26.4,0.00309
Vitamin D3 (cholecalciferol),333,350,384.64,387.15,863.3,43.8,0.00521
Vitamin D3 (cholecalciferol),353,200,384.64,387.15,594.2,4,0.00046
Vitamin D3 (cholecalciferol),353,220,384.64,387.15,636.8,4.1,0.00047
