drug,temp,press,mw_drug,mp_drug,rho_scco2,sol,sol_mol_frac
Flurbiprofen,323,234,244.261,383.65,823.6,0.9,0.00019683
medroxyprogesterone acetate,308,122,387,481.15,771,0.271201032,0.00004
medroxyprogesterone acetate,308,152,387,481.15,818,0.410027053,0.000057
medroxyprogesterone acetate,308,182,387,481.15,850,0.553149318,0.000074
medroxyprogesterone acetate,308,213,387,481.15,876,0.069328231,0.000009
medroxyprogesterone acetate,308,243,387,481.15,897,0.844077433,0.000107
medroxyprogesterone acetate,308,274,387,481.15,916,1.03114712,0.000128
medroxyprogesterone acetate,308,304,387,481.15,931,1.162677575,0.000142
medroxyprogesterone acetate,308,355,387,481.15,955,1.562272178,0.000186
medroxyprogesterone acetate,318,122,387,481.15,661,0.174379465,0.00003
medroxyprogesterone acetate,318,152,387,481.15,745,0.321020842,0.000049
medroxyprogesterone acetate,318,182,387,481.15,792,0.452716543,0.000065
medroxyprogesterone acetate,318,213,387,481.15,826,0.646499665,0.000089
medroxyprogesterone acetate,318,243,387,481.15,852,0.816719697,0.000109
medroxyprogesterone acetate,318,274,387,481.15,875,1.154314251,0.00015
medroxyprogesterone acetate,318,304,387,481.15,893,1.374437868,0.000175
medroxyprogesterone acetate,318,355,387,481.15,919,1.826760905,0.000226
medroxyprogesterone acetate,328,122,387,481.15,516,0.104363137,0.000023
medroxyprogesterone acetate,328,152,387,481.15,657,0.231101269,0.00004
medroxyprogesterone acetate,328,182,387,481.15,726,0.35752677,0.000056
medroxyprogesterone acetate,328,213,387,481.15,771,0.583109043,0.000086
medroxyprogesterone acetate,328,243,387,481.15,804,0.806064898,0.000114
medroxyprogesterone acetate,328,274,387,481.15,831,1.26439236,0.000173
medroxyprogesterone acetate,328,304,387,481.15,853,1.560494726,0.000208
medroxyprogesterone acetate,328,355,387,481.15,884,2.068278587,0.000266
medroxyprogesterone acetate,338,122,387,481.15,396,0.06616322,0.000019
medroxyprogesterone acetate,338,152,387,481.15,561,0.177599032,0.000036
medroxyprogesterone acetate,338,182,387,481.15,654,0.316318011,0.000055
medroxyprogesterone acetate,338,213,387,481.15,712,0.53848721,0.000086
medroxyprogesterone acetate,338,243,387,481.15,754,0.822254925,0.000124
medroxyprogesterone acetate,338,274,387,481.15,786,1.348035873,0.000195
medroxyprogesterone acetate,338,304,387,481.15,812,1.806949592,0.000253
medroxyprogesterone acetate,338,355,387,481.15,848,2.528729632,0.000339
medroxyprogesterone acetate,348,122,387,481.15,327,0.046008098,0.000016
medroxyprogesterone acetate,348,152,387,481.15,477,0.138422359,0.000033
medroxyprogesterone acetate,348,182,387,481.15,585,0.277800277,0.000054
medroxyprogesterone acetate,348,213,387,481.15,652,0.498843399,0.000087
medroxyprogesterone acetate,348,243,387,481.15,702,0.827293679,0.000134
medroxyprogesterone acetate,348,274,387,481.15,740,1.425379643,0.000219
medroxyprogesterone acetate,348,304,387,481.15,772,2.023590351,0.000298
medroxyprogesterone acetate,348,355,387,481.15,811,2.946523458,0.000413
cyproterone acetate,308,122,417,473.65,771,0.328754058,0.000045
cyproterone acetate,308,152,417,473.65,818,0.488321562,0.000063
cyproterone acetate,308,182,417,473.65,850,0.652414809,0.000081
cyproterone acetate,308,213,417,473.65,876,0.89651891,0.000108
cyproterone acetate,308,243,417,473.65,897,1.147544489,0.000135
cyproterone acetate,308,274,417,473.65,916,1.345485987,0.000155
cyproterone acetate,308,304,417,473.65,931,1.552828444,0.000176
cyproterone acetate,308,355,417,473.65,955,2.289910295,0.000253
cyproterone acetate,318,122,417,473.65,661,0.219214557,0.000035
cyproterone acetate,318,152,417,473.65,745,0.381204634,0.000054
cyproterone acetate,318,182,417,473.65,792,0.540348108,0.000072
cyproterone acetate,318,213,417,473.65,826,0.735755323,0.000094
cyproterone acetate,318,243,417,473.65,852,0.93655363,0.000116
cyproterone acetate,318,274,417,473.65,875,1.169157694,0.000141
cyproterone acetate,318,304,417,473.65,893,1.396341848,0.000165
cyproterone acetate,318,355,417,473.65,919,2.273285966,0.000261
cyproterone acetate,328,122,417,473.65,516,0.112453302,0.000023
cyproterone acetate,328,152,417,473.65,657,0.236564818,0.000038
cyproterone acetate,328,182,417,473.65,726,0.357723305,0.000052
cyproterone acetate,328,213,417,473.65,771,0.547939868,0.000075
cyproterone acetate,328,243,417,473.65,804,0.739017288,0.000097
cyproterone acetate,328,274,417,473.65,831,0.98435106,0.000125
cyproterone acetate,328,304,417,473.65,853,1.277201525,0.000158
cyproterone acetate,328,355,417,473.65,884,2.094524995,0.00025
cyproterone acetate,338,122,417,473.65,396,0.063787587,0.000017
cyproterone acetate,338,152,417,473.65,561,0.13289187,0.000025
cyproterone acetate,338,182,417,473.65,654,0.22309024,0.000036
cyproterone acetate,338,213,417,473.65,712,0.398054296,0.000059
cyproterone acetate,338,243,417,473.65,754,0.593021136,0.000083
cyproterone acetate,338,274,417,473.65,786,0.834207133,0.000112
cyproterone acetate,338,304,417,473.65,812,1.115762331,0.000145
cyproterone acetate,338,355,417,473.65,848,2.049422398,0.000255
cyproterone acetate,348,122,417,473.65,327,0.040279256,0.000013
cyproterone acetate,348,152,417,473.65,477,0.081354839,0.000018
cyproterone acetate,348,182,417,473.65,585,0.127490662,0.000023
cyproterone acetate,348,213,417,473.65,652,0.259477565,0.000042
cyproterone acetate,348,243,417,473.65,702,0.419073027,0.000063
cyproterone acetate,348,274,417,473.65,740,0.652138358,0.000093
cyproterone acetate,348,304,417,473.65,772,0.980313502,0.000134
cyproterone acetate,348,355,417,473.65,811,1.883120192,0.000245
Protocatechuic acid,313,100,154.12,475.15,615,9.43E-05,4.38E-08
Protocatechuic acid,313,150,154.12,475.15,781,0.00028909,1.06E-07
Protocatechuic acid,313,200,154.12,475.15,841,0.000612291,2.08E-07
Protocatechuic acid,313,250,154.12,475.15,881,0,0
Protocatechuic acid,313,300,154.12,475.15,911,0.001109573,3.48E-07
Protocatechuic acid,313,350,154.12,475.15,936,0.001364552,4.16E-07
Protocatechuic acid,313,400,154.12,475.15,957,0.001588205,4.74E-07
Protocatechuic acid,313,450,154.12,475.15,976,0.001756794,0.000000514
Protocatechuic acid,313,500,154.12,475.15,992,0.001847777,5.32E-07
Protocatechuic acid,323,100,154.12,475.15,408,3.53E-05,2.47E-08
Protocatechuic acid,323,150,154.12,475.15,701,0.000296301,1.21E-07
Protocatechuic acid,323,200,154.12,475.15,785,0.000836251,3.04E-07
Protocatechuic acid,323,250,154.12,475.15,835,0,0
Protocatechuic acid,323,300,154.12,475.15,872,0.002190409,7.17E-07
Protocatechuic acid,323,350,154.12,475.15,900,0.003073578,9.75E-07
Protocatechuic acid,323,400,154.12,475.15,924,0.003601432,0.000001113
Protocatechuic acid,323,450,154.12,475.15,945,0.003968878,1.20E-06
Protocatechuic acid,323,500,154.12,475.15,963,0.004352711,1.29E-06
Protocatechuic acid,333,100,154.12,475.15,295,2.38E-06,2.30E-09
Protocatechuic acid,333,150,154.12,475.15,607,0.000202577,9.53E-08
Protocatechuic acid,333,200,154.12,475.15,725,0.001333939,5.25E-07
Protocatechuic acid,333,250,154.12,475.15,788,0,0
Protocatechuic acid,333,300,154.12,475.15,831,0.002971511,1.02E-06
Protocatechuic acid,333,350,154.12,475.15,864,0.004681624,1.55E-06
Protocatechuic acid,333,400,154.12,475.15,891,0.005660091,0.000001814
Protocatechuic acid,333,450,154.12,475.15,914,0.00712844,2.23E-06
Protocatechuic acid,333,500,154.12,475.15,935,0.008495209,2.59E-06
Methyl gallate,313,100,184.15,475.15,615,0.0003088,0.00000012
Methyl gallate,313,150,184.15,475.15,781,0.001163707,3.56E-07
Methyl gallate,313,200,184.15,475.15,841,0.001959367,5.57E-07
Methyl gallate,313,250,184.15,475.15,881,0.002819321,7.65E-07
Methyl gallate,313,300,184.15,475.15,911,0.00389879,1.02E-06
Methyl gallate,313,350,184.15,475.15,936,0.004867019,1.24E-06
Methyl gallate,313,400,184.15,475.15,957,0.006000531,1.50E-06
Methyl gallate,313,450,184.15,475.15,976,0.007769138,1.90E-06
Methyl gallate,313,500,184.15,475.15,992,0.009185745,0.000002213
Methyl gallate,323,100,184.15,475.15,408,4.49E-05,2.63E-08
Methyl gallate,323,150,184.15,475.15,701,0.001458083,4.97E-07
Methyl gallate,323,200,184.15,475.15,785,0.003053748,9.30E-07
Methyl gallate,323,250,184.15,475.15,835,0.004216758,1.21E-06
Methyl gallate,323,300,184.15,475.15,872,0.005999184,1.64E-06
Methyl gallate,323,350,184.15,475.15,900,0.00754188,2.00E-06
Methyl gallate,323,400,184.15,475.15,924,0.008676319,2.24E-06
Methyl gallate,323,450,184.15,475.15,945,0.01020606,2.58E-06
Methyl gallate,323,500,184.15,475.15,963,0.01228787,3.05E-06
Methyl gallate,333,100,184.15,475.15,295,2.36E-05,1.91E-08
Methyl gallate,333,150,184.15,475.15,607,0.001414192,5.57E-07
Methyl gallate,333,200,184.15,475.15,725,0.003165565,1.04E-06
Methyl gallate,333,250,184.15,475.15,788,0.006319774,1.92E-06
Methyl gallate,333,300,184.15,475.15,831,0.008376435,0.000002409
Methyl gallate,333,350,184.15,475.15,864,0.010834469,3.00E-06
Methyl gallate,333,400,184.15,475.15,891,0.013124394,3.52E-06
Methyl gallate,333,450,184.15,475.15,914,0.015227405,3.98E-06
Methyl gallate,333,500,184.15,475.15,935,0.016587042,4.24E-06
Protocatechualdehyde,313,100,138.12,426.65,615,0.000825505,4.28E-07
Protocatechualdehyde,313,150,138.12,426.65,781,0.006939497,2.83E-06
Protocatechualdehyde,313,200,138.12,426.65,841,0.010329765,3.91E-06
Protocatechualdehyde,313,250,138.12,426.65,881,0,0
Protocatechualdehyde,313,300,138.12,426.65,911,0.016319047,5.71E-06
Protocatechualdehyde,313,350,138.12,426.65,936,0.021892923,7.45E-06
Protocatechualdehyde,313,400,138.12,426.65,957,0.028231582,9.40E-06
Protocatechualdehyde,313,450,138.12,426.65,976,0.030939328,1.01E-05
Protocatechualdehyde,313,500,138.12,426.65,992,0.032934393,1.06E-05
Protocatechualdehyde,323,100,138.12,426.65,408,0.000367235,2.87E-07
Protocatechualdehyde,323,150,138.12,426.65,701,0.00682069,3.10E-06
Protocatechualdehyde,323,200,138.12,426.65,785,0.014930652,6.06E-06
Protocatechualdehyde,323,250,138.12,426.65,835,0,0
Protocatechualdehyde,323,300,138.12,426.65,872,0.022497489,8.22E-06
Protocatechualdehyde,323,350,138.12,426.65,900,0.02774714,9.82E-06
Protocatechualdehyde,323,400,138.12,426.65,924,0.036128368,1.25E-05
Protocatechualdehyde,323,450,138.12,426.65,945,0.045445142,0.000015323
Protocatechualdehyde,323,500,138.12,426.65,963,0.056046692,1.85E-05
Protocatechualdehyde,333,100,138.12,426.65,295,0.000120912,1.31E-07
Protocatechualdehyde,333,150,138.12,426.65,607,0.008085215,4.24E-06
Protocatechualdehyde,333,200,138.12,426.65,725,0.018951557,8.33E-06
Protocatechualdehyde,333,250,138.12,426.65,788,0,0
Protocatechualdehyde,333,300,138.12,426.65,831,0.043220357,0.000016572
Protocatechualdehyde,333,350,138.12,426.65,864,0.055995919,2.07E-05
Protocatechualdehyde,333,400,138.12,426.65,891,0.08660532,3.10E-05
Protocatechualdehyde,333,450,138.12,426.65,914,0.105503028,3.68E-05
Protocatechualdehyde,333,500,138.12,426.65,935,0.134359523,4.58E-05
Phenazopyridine,308,122,139,412.04,771,0.036527133,0.000015
Phenazopyridine,308,152,139,412.04,818,0.052963844,0.0000205
Phenazopyridine,308,182,139,412.04,850,0.070607288,0.0000263
Phenazopyridine,308,213,139,412.04,876,0.08909173,0.0000322
Phenazopyridine,308,243,139,412.04,897,0.108793707,0.0000384
Phenazopyridine,308,273,139,412.04,916,0.128458001,0.0000444
Phenazopyridine,308,304,139,412.04,931,0.140560007,0.0000478
Phenazopyridine,308,334,139,412.04,946,0.15238664,0.000051
Phenazopyridine,308,355,139,412.04,955,0.171332522,0.0000568
Phenazopyridine,318,122,139,412.04,661,0.030271866,0.0000145
Phenazopyridine,318,152,139,412.04,745,0.050119711,0.0000213
Phenazopyridine,318,182,139,412.04,792,0.07754678,0.000031
Phenazopyridine,318,213,139,412.04,826,0.109053075,0.0000418
Phenazopyridine,318,243,139,412.04,852,0.138859353,0.0000516
Phenazopyridine,318,273,139,412.04,875,0.170799581,0.0000618
Phenazopyridine,318,304,139,412.04,893,0.207598719,0.0000736
Phenazopyridine,318,334,139,412.04,910,0.232535081,0.0000809
Phenazopyridine,318,355,139,412.04,919,0.254285207,0.0000876
Phenazopyridine,328,122,139,412.04,516,0.018253074,0.0000112
Phenazopyridine,328,152,139,412.04,657,0.038181643,0.0000184
Phenazopyridine,328,182,139,412.04,726,0.063975895,0.0000279
Phenazopyridine,328,213,139,412.04,771,0.107636428,0.0000442
Phenazopyridine,328,243,139,412.04,804,0.152115097,0.0000599
Phenazopyridine,328,273,139,412.04,831,0.187410395,0.0000714
Phenazopyridine,328,304,139,412.04,853,0.234136963,0.0000869
Phenazopyridine,328,334,139,412.04,872,0.272407564,0.0000989
Phenazopyridine,328,355,139,412.04,884,0.302127287,0.0001082
Phenazopyridine,338,122,139,412.04,396,0.005503173,0.0000044
Phenazopyridine,338,152,139,412.04,561,0.026400918,0.0000149
Phenazopyridine,338,182,139,412.04,654,0.065274264,0.0000316
Phenazopyridine,338,213,139,412.04,712,0.115817189,0.0000515
Phenazopyridine,338,243,139,412.04,754,0.183144768,0.0000769
Phenazopyridine,338,273,139,412.04,786,0.248024655,0.0000999
Phenazopyridine,338,304,139,412.04,812,0.312406204,0.0001218
Phenazopyridine,338,334,139,412.04,834,0.392800366,0.0001491
Phenazopyridine,338,355,139,412.04,848,0.451101751,0.0001684
Phenazopyridine,348,122,139,412.04,327,0.007332847,0.0000071
Phenazopyridine,348,152,139,412.04,477,0.017777429,0.0000118
Phenazopyridine,348,182,139,412.04,585,0.053768129,0.0000291
Phenazopyridine,348,213,139,412.04,652,0.113677386,0.0000552
Phenazopyridine,348,243,139,412.04,702,0.196015855,0.0000884
Phenazopyridine,348,273,139,412.04,740,0.284938938,0.0001219
Phenazopyridine,348,304,139,412.04,772,0.380672438,0.0001561
Phenazopyridine,348,334,139,412.04,796,0.48555971,0.0001931
Phenazopyridine,348,355,139,412.04,811,0.517771783,0.0002021
Methimazole,308,122,144,417.15,771,0.056257451,0.0000223
Methimazole,308,152,144,417.15,818,0.061828177,0.0000231
Methimazole,308,182,144,417.15,850,0.08204741,0.0000295
Methimazole,308,213,144,417.15,876,0.115514839,0.0000403
Methimazole,308,243,144,417.15,897,0.13178604,0.0000449
Methimazole,308,273,144,417.15,916,0.151063319,0.0000504
Methimazole,308,304,144,417.15,931,0.161153392,0.0000529
Methimazole,308,355,144,417.15,955,0.1871834,0.0000599
Methimazole,318,122,144,417.15,661,0.046068221,0.0000213
Methimazole,318,152,144,417.15,745,0.050216167,0.0000206
Methimazole,318,182,144,417.15,792,0.083446123,0.0000322
Methimazole,318,213,144,417.15,826,0.108651239,0.0000402
Methimazole,318,243,144,417.15,852,0.153333587,0.000055
Methimazole,318,273,144,417.15,875,0.181238466,0.0000633
Methimazole,318,304,144,417.15,893,0.203084871,0.0000695
Methimazole,318,355,144,417.15,919,0.248094087,0.0000825
Methimazole,328,122,144,417.15,516,0.031910296,0.0000189
Methimazole,328,152,144,417.15,657,0.042349791,0.0000197
Methimazole,328,182,144,417.15,726,0.084094265,0.0000354
Methimazole,328,213,144,417.15,771,0.127907344,0.0000507
Methimazole,328,243,144,417.15,804,0.167584663,0.0000637
Methimazole,328,273,144,417.15,831,0.20095031,0.0000739
Methimazole,328,304,144,417.15,853,0.255679208,0.0000916
Methimazole,328,355,144,417.15,884,0.342504683,0.0001184
Methimazole,338,122,144,417.15,396,0.019565449,0.0000151
Methimazole,338,152,144,417.15,561,0.031756132,0.0000173
Methimazole,338,182,144,417.15,654,0.074256319,0.0000347
Methimazole,338,213,144,417.15,712,0.120915233,0.0000519
Methimazole,338,243,144,417.15,754,0.189239218,0.0000767
Methimazole,338,273,144,417.15,786,0.229680388,0.0000893
Methimazole,338,304,144,417.15,812,0.308230438,0.000116
Methimazole,338,355,144,417.15,848,0.412373099,0.0001486
Methimazole,348,122,144,417.15,327,0.0057777,0.0000054
Methimazole,348,152,144,417.15,477,0.019041214,0.0000122
Methimazole,348,182,144,417.15,585,0.057425036,0.00003
Methimazole,348,213,144,417.15,652,0.11200588,0.0000525
Methimazole,348,243,144,417.15,702,0.19617479,0.0000854
Methimazole,348,273,144,417.15,740,0.271454561,0.0001121
Methimazole,348,304,144,417.15,772,0.348126827,0.0001378
Methimazole,348,355,144,417.15,811,0.504010313,0.0001899
Propranolol,308,122,96,369.15,771,0.06172431,0.0000367
Propranolol,308,152,96,369.15,818,0.108850266,0.000061
Propranolol,308,182,96,369.15,850,0.139440615,0.0000752
Propranolol,308,213,96,369.15,876,0.163008424,0.0000853
Propranolol,308,243,96,369.15,897,0.182767827,0.0000934
Propranolol,308,273,96,369.15,916,0.220213934,0.0001102
Propranolol,308,304,96,369.15,931,0.265664851,0.0001308
Propranolol,308,334,96,369.15,946,0.312878734,0.0001516
Propranolol,308,355,96,369.15,955,0.312938074,0.0001502
Propranolol,318,122,96,369.15,661,0.084209199,0.0000584
Propranolol,318,152,96,369.15,745,0.141719788,0.0000872
Propranolol,318,182,96,369.15,792,0.182627402,0.0001057
Propranolol,318,213,96,369.15,826,0.21695951,0.0001204
Propranolol,318,243,96,369.15,852,0.26691702,0.0001436
Propranolol,318,273,96,369.15,875,0.334264392,0.0001751
Propranolol,318,304,96,369.15,893,0.425518864,0.0002184
Propranolol,318,334,96,369.15,910,0.553771898,0.0002789
Propranolol,318,355,96,369.15,919,0.609995622,0.0003042
Propranolol,328,122,96,369.15,516,0.048063566,0.0000427
Propranolol,328,152,96,369.15,657,0.117669538,0.0000821
Propranolol,328,182,96,369.15,726,0.195128498,0.0001232
Propranolol,328,213,96,369.15,771,0.302610186,0.0001799
Propranolol,328,243,96,369.15,804,0.412762317,0.0002353
Propranolol,328,273,96,369.15,831,0.550496456,0.0003036
Propranolol,328,304,96,369.15,853,0.744565038,0.0004
Propranolol,328,334,96,369.15,872,0.901838806,0.0004739
Propranolol,328,355,96,369.15,884,1.281041567,0.0006639
Propranolol,338,122,96,369.15,396,0.030925279,0.0000358
Propranolol,338,152,96,369.15,561,0.10475956,0.0000856
Propranolol,338,182,96,369.15,654,0.213591729,0.0001497
Propranolol,338,213,96,369.15,712,0.350458777,0.0002256
Propranolol,338,243,96,369.15,754,0.524832179,0.000319
Propranolol,338,273,96,369.15,786,0.858031805,0.0005002
Propranolol,338,304,96,369.15,812,1.244634364,0.0007022
Propranolol,338,334,96,369.15,834,1.640051264,0.0009007
Propranolol,338,355,96,369.15,848,2.152479523,0.0011623
Propranolol,348,122,96,369.15,327,0.029531529,0.0000414
Propranolol,348,152,96,369.15,477,0.117588748,0.000113
Propranolol,348,182,96,369.15,585,0.218628862,0.0001713
Propranolol,348,213,96,369.15,652,0.43063702,0.0003027
Propranolol,348,243,96,369.15,702,0.709927999,0.0004634
Propranolol,348,273,96,369.15,740,1.143648149,0.000708
Propranolol,348,304,96,369.15,772,1.614800694,0.000958
Propranolol,348,334,96,369.15,796,2.947209725,0.0016945
Propranolol,348,355,96,369.15,811,4.249007714,0.0023961
Nifedipine,333.15,135,346.34,446.15,559.8,0.022379485,0.00000508
Nifedipine,333.15,146,346.34,446.15,635.9,0.04043477,0.00000808
Nifedipine,333.15,210,346.34,446.15,733.9,0.086980056,0.00001506
Nifedipine,333.15,217,346.34,446.15,748.1,0.103675931,0.00001761
Nifedipine,333.15,246.5,346.34,446.15,782.9,0.127845277,0.00002075
Nifedipine,333.15,255,346.34,446.15,791.4,0.144741659,0.00002324
Nifedipine,333.15,290,346.34,446.15,822.2,0.167651492,0.00002591
Nifedipine,333.15,296,346.34,446.15,826.9,0.199065976,0.00003059
Nifedipine,353.15,126,346.34,446.15,268.9,0.002856778,0.00000135
Nifedipine,353.15,140,346.34,446.15,322.8,0.009018093,0.00000355
Nifedipine,353.15,168,346.34,446.15,443.7,0.021334604,0.00000611
Nifedipine,353.15,186.5,346.34,446.15,558.8,0.04459129,0.00001014
Nifedipine,353.15,212,346.34,446.15,620.7,0.088462528,0.00001811
Nifedipine,353.15,215,346.34,446.15,626.9,0.082784456,0.00001678
Nifedipine,353.15,250,346.34,446.15,686.1,0.136714129,0.00002532
Nifedipine,353.15,255,346.34,446.15,693.1,0.133199762,0.00002442
Nifedipine,353.15,280,346.34,446.15,724.2,0.206088582,0.00003616
Nifedipine,353.15,283,346.34,446.15,727.5,0.217734437,0.00003803
Nifedipine,373.15,126,346.34,446.15,258.9,0.002913533,0.00000143
Nifedipine,373.15,139.5,346.34,446.15,298.1,0.008891072,0.00000379
Nifedipine,373.15,161,346.34,446.15,363.8,0.009991735,0.00000349
Nifedipine,373.15,170,346.34,446.15,395.8,0.015262486,0.0000049
Nifedipine,373.15,191,346.34,446.15,457.7,0.039765465,0.00001104
Nifedipine,373.15,211,346.34,446.15,509.3,0.073988577,0.00001846
Nifedipine,373.15,224,346.34,446.15,538.7,0.08720502,0.00002057
Nifedipine,373.15,242,346.34,446.15,574.7,0.140432482,0.00003105
Nifedipine,373.15,266,346.34,446.15,615.3,0.225315703,0.00004653
Nifedipine,373.15,289,346.34,446.15,652.3,0.309147378,0.00006022
Nifedipine,373.15,296,346.34,446.15,657.1,0.366501675,0.00007087
Progesterone,313,90,314.46,394.15,494,0.063536211,0.000018
Progesterone,313,115,314.46,394.15,705,0.826262869,0.000164
Progesterone,313,145,314.46,394.15,774,1.742618741,0.000315
Progesterone,313,175,314.46,394.15,815,2.714938495,0.000466
Progesterone,313,205,314.46,394.15,846,3.623025972,0.000599
Progesterone,313,240,314.46,394.15,874,4.499567541,0.00072
Progesterone,333,115,314.46,394.15,398,0.025594316,0.000009
Progesterone,333,145,314.46,394.15,586,0.464817902,0.000111
Progesterone,333,175,314.46,394.15,678,1.347129299,0.000278
Progesterone,333,205,314.46,394.15,733,2.546627379,0.000486
Progesterone,333,240,314.46,394.15,777,4.094706154,0.000737
Caffeine,313,199,194.19,509.15,839.25,1.3,0.000295
Caffeine,313,219,194.19,509.15,856.83,1.45,0.000329
Caffeine,313,239,194.19,509.15,872.28,1.71,0.000387
Caffeine,313,259,194.19,509.15,886.06,1.77,0.000401
Caffeine,313,279,194.19,509.15,898.52,1.89,0.000428
Caffeine,313,299,194.19,509.15,909.92,2.02,0.000458
Caffeine,313,319,194.19,509.15,920.48,2.14,0.000485
Caffeine,313,349,194.19,509.15,934.98,2.4,0.000544
Caffeine,333,199,194.19,509.15,721.57,1.34,0.000304
Caffeine,333,219,194.19,509.15,750.83,1.63,0.000369
Caffeine,333,239,194.19,509.15,774.92,1.96,0.000444
Caffeine,333,259,194.19,509.15,795.43,2.26,0.000512
Caffeine,333,279,194.19,509.15,813.32,2.59,0.000587
Caffeine,333,299,194.19,509.15,829.22,2.68,0.000607
Caffeine,333,319,194.19,509.15,843.53,2.76,0.000625
Caffeine,333,349,194.19,509.15,862.69,3.19,0.000722
Caffeine,353,199,194.19,509.15,591.75,1.25,0.000283
Caffeine,353,219,194.19,509.15,634.89,1.7,0.000385
Caffeine,353,239,194.19,509.15,669.69,2.1,0.000476
Caffeine,353,259,194.19,509.15,698.59,2.37,0.000537
Caffeine,353,279,194.19,509.15,723.18,2.84,0.000643
Caffeine,353,299,194.19,509.15,744.54,3.55,0.000804
Caffeine,353,319,194.19,509.15,763.42,4.12,0.000933
Caffeine,353,349,194.19,509.15,788.16,4.99,0.00113
Caffeine,313,100,194.19,509.15,628.6,0.174771,0.000063
Caffeine,313,103.4,194.19,509.15,651.3,0.233028,0.000078
Caffeine,313,137.9,194.19,509.15,759.3,0.446637,0.00014
Caffeine,313,150,194.19,509.15,780.2,0.504894,0.00015
Caffeine,313,172.4,194.19,509.15,810.7,0.679665,0.00019
Caffeine,313,206.8,194.19,509.15,846,0.932112,0.00025
Caffeine,313,300,194.19,509.15,909.9,1.378749,0.00037
Theophylline,313,199,180.16,545.15,839.25,0.044,0.0000107
Theophylline,313,219,180.16,545.15,856.83,0.042,0.0000103
Theophylline,313,239,180.16,545.15,872.28,0.044,0.0000107
Theophylline,313,259,180.16,545.15,886.06,0.045,0.000011
Theophylline,313,279,180.16,545.15,898.52,0.047,0.0000115
Theophylline,313,299,180.16,545.15,909.92,0.044,0.0000107
Theophylline,313,319,180.16,545.15,920.48,0.051,0.0000125
Theophylline,313,349,180.16,545.15,934.98,0.055,0.0000134
Theophylline,333,199,180.16,545.15,721.57,0.066,0.0000161
Theophylline,333,219,180.16,545.15,750.83,0.068,0.0000166
Theophylline,333,239,180.16,545.15,774.92,0.07,0.0000171
Theophylline,333,259,180.16,545.15,795.43,0.071,0.0000173
Theophylline,333,279,180.16,545.15,813.32,0.068,0.0000166
Theophylline,333,299,180.16,545.15,829.22,0.073,0.0000178
Theophylline,333,319,180.16,545.15,843.53,0.077,0.0000188
Theophylline,333,349,180.16,545.15,862.69,0.081,0.0000198
Theophylline,353,199,180.16,545.15,591.75,0.074,0.0000181
Theophylline,353,219,180.16,545.15,634.89,0.079,0.0000193
Theophylline,353,239,180.16,545.15,669.69,0.077,0.0000188
Theophylline,353,259,180.16,545.15,698.59,0.091,0.0000222
Theophylline,353,279,180.16,545.15,723.18,0.103,0.0000252
Theophylline,353,299,180.16,545.15,744.54,0.119,0.0000291
Theophylline,353,319,180.16,545.15,763.42,0.121,0.0000296
Theophylline,353,349,180.16,545.15,788.16,0.136,0.0000332
Oridonine,308,90,364.43,522.15,662.13,0.000424796,0.00000057
Oridonine,308,110,364.43,522.15,743.95,0.001475609,0.00000162
Oridonine,308,130,364.43,522.15,785.7,0.003541632,0.00000329
Oridonine,308,150,364.43,522.15,815.06,0.006719758,0.00000541
Oridonine,308,170,364.43,522.15,838.09,0.01069864,0.0000076
Oridonine,328,90,364.43,522.15,255.54,0.000268292,0.00000036
Oridonine,328,110,364.43,522.15,414.9,0.000546521,0.0000006
Oridonine,328,130,364.43,522.15,571.33,0.000828891,0.00000077
Oridonine,328,150,364.43,522.15,653.5,0.001639565,0.00000132
Oridonine,328,170,364.43,509.15,703.82,0.002787262,0.00000198
Cafeeine,313,100,194.19,509.15,628.6,0.174771,0.000063
Cafeeine,313,103.4,194.19,509.15,651.3,0.233028,0.000078
Cafeeine,313,137.9,194.19,509.15,759.3,0.446637,0.00014
Cafeeine,313,150,194.19,509.15,780.2,0.504894,0.00015
Cafeeine,313,172.4,194.19,509.15,810.7,0.679665,0.00019
Cafeeine,313,206.8,194.19,509.15,846,0.932112,0.00025
Cafeeine,313,300,194.19,608.15,909.9,1.378749,0.00037
Uracil,313.25,100,112.09,608.15,626.6,0.00470778,0.0000029
Uracil,313.15,125,112.09,608.15,731.1,0.00549241,0.0000029
Uracil,313.35,150,112.09,608.15,778.8,0.0168135,0.0000084
Uracil,313.25,200,112.09,608.15,839.2,0.0257807,0.000012
Uracil,313.25,249.9,112.09,608.15,879.2,0.044836,0.00002
Uracil,313.15,299.8,112.09,608.15,910,0.0829466,0.000036
Uracil,333.25,100,112.09,608.15,289.4,0.00168135,0.0000023
Uracil,333.15,125,112.09,608.15,471.7,0.00302643,0.0000025
Uracil,333.15,150,112.09,608.15,604.1,0.00840675,0.0000055
Uracil,333.35,200.1,112.09,608.15,722.5,0.0493196,0.000027
Uracil,333.25,250,112.09,608.15,785.9,0.11209,0.000058
Uracil,333.15,299.9,112.09,608.15,829.5,0.269016,0.00013
Erythromycin,313.15,150,733.93,488.65,779.9,4.843938,0.00038
Erythromycin,313.25,200.1,733.93,488.65,839.6,12.47681,0.00088
Erythromycin,313.35,249.9,733.93,488.65,878.7,12.47681,0.00088
